source_id,relation,target_id,weight,source,target
N1712,associated_with,N3537,1,corticosterone,pressure
N1712,associated_with,N3668,2,corticosterone,gold
N1712,associated_with,N4521,1,corticosterone,hip
N1712,associated_with,N49,4,corticosterone,hypertension
N1712,associated_with,N5402,1,corticosterone,drinking
N1712,associated_with,N5652,1,corticosterone,tail
N1712,associated_with,N655,1,corticosterone,renal artery
N1712,treated_by,N1062,1,corticosterone,hypertrophy
N1712,treated_by,N1093,1,corticosterone,fistula
N1712,treated_by,N1285,1,corticosterone,blood
N1712,treated_by,N19,1,corticosterone,animals
N1712,treated_by,N190,1,corticosterone,aorta
N1712,treated_by,N1920,1,corticosterone,ear
N1712,treated_by,N217,1,corticosterone,blood pressure
N1712,treated_by,N247,1,corticosterone,sodium
N1712,treated_by,N2539,4,corticosterone,plasma
N1712,treated_by,N255,1,corticosterone,desoxycorticosterone
N1712,treated_by,N2557,2,corticosterone,ions
N1712,treated_by,N259,1,corticosterone,sodium chloride
N1712,treated_by,N26,1,corticosterone,male
N1712,treated_by,N280,2,corticosterone,isoproterenol
N1712,treated_by,N30,5,corticosterone,rats
N1712,treated_by,N3537,1,corticosterone,pressure
N1712,treated_by,N3693,2,corticosterone,exercise
N1712,treated_by,N37,1,corticosterone,heart
N1712,treated_by,N374,1,corticosterone,diet
N1712,treated_by,N4670,1,corticosterone,injections
N1712,treated_by,N5370,1,corticosterone,uracil
N1712,treated_by,N6920,1,corticosterone,food
N1712,treated_by,N720,1,corticosterone,heart failure
N172,associated_with,N1154,1,acid phosphatase,microsomes
N172,associated_with,N177,1,acid phosphatase,glutamate dehydrogenase
N172,associated_with,N186,1,acid phosphatase,monoamine oxidase
N172,associated_with,N1920,1,acid phosphatase,ear
N172,associated_with,N2078,1,acid phosphatase,ventricular function
N172,associated_with,N2827,1,acid phosphatase,enzymes
N172,associated_with,N3016,1,acid phosphatase,patients
N172,associated_with,N402,1,acid phosphatase,lysosomes
N172,associated_with,N5215,1,acid phosphatase,hydrogen
N172,associated_with,N945,1,acid phosphatase,glycogen
N172,associated_with,N981,1,acid phosphatase,sarcolemma
N172,associated_with,N990,1,acid phosphatase,mitochondria
N1727,associated_with,N2557,1,angiocardiography,ions
N1727,associated_with,N42,1,angiocardiography,tin
N173,associated_with,N2557,2,alkaline phosphatase,ions
N173,associated_with,N349,1,alkaline phosphatase,quinidine
N173,associated_with,N3694,1,alkaline phosphatase,lactic acid
N173,associated_with,N4521,1,alkaline phosphatase,hip
N173,associated_with,N49,1,alkaline phosphatase,hypertension
N173,associated_with,N5215,1,alkaline phosphatase,hydrogen
N173,causes,N268,1,alkaline phosphatase,proline
N173,causes,N507,1,alkaline phosphatase,hydroxyproline
N173,treated_by,N1552,1,alkaline phosphatase,bilirubin
N173,treated_by,N1711,1,alkaline phosphatase,alanine
N173,treated_by,N1920,1,alkaline phosphatase,ear
N173,treated_by,N3016,1,alkaline phosphatase,patients
N173,treated_by,N693,1,alkaline phosphatase,methyldopa
N1733,associated_with,N1203,1,shock,embolism
N1733,associated_with,N1285,2,shock,blood
N1733,associated_with,N1326,1,shock,mortality
N1733,associated_with,N1398,1,shock,arm
N1733,associated_with,N14,1,shock,postoperative complications
N1733,associated_with,N1491,1,shock,bradykinin
N1733,associated_with,N1536,1,shock,sepsis
N1733,associated_with,N16,1,shock,skin
N1733,associated_with,N1625,1,shock,urea
N1733,associated_with,N1920,3,shock,ear
N1733,associated_with,N1974,1,shock,acidosis
N1733,associated_with,N216,1,shock,xanthomatosis
N1733,associated_with,N217,2,shock,blood pressure
N1733,associated_with,N2209,1,shock,nephritis
N1733,associated_with,N2228,3,shock,rest
N1733,associated_with,N2539,1,shock,plasma
N1733,associated_with,N2557,5,shock,ions
N1733,associated_with,N274,2,shock,kidney
N1733,associated_with,N280,1,shock,isoproterenol
N1733,associated_with,N2887,1,shock,glucocorticoids
N1733,associated_with,N292,1,shock,thrombosis
N1733,associated_with,N2966,1,shock,enzyme inhibitors
N1733,associated_with,N30,1,shock,rats
N1733,associated_with,N3016,3,shock,patients
N1733,associated_with,N3537,2,shock,pressure
N1733,associated_with,N37,1,shock,heart
N1733,associated_with,N3793,1,shock,cations
N1733,associated_with,N414,1,shock,phosphates
N1733,associated_with,N42,2,shock,tin
N1733,associated_with,N4385,1,shock,genes
N1733,associated_with,N49,1,shock,hypertension
N1733,associated_with,N55,1,shock,antibodies
N1733,associated_with,N5507,1,shock,diabetes insipidus
N1733,associated_with,N5678,1,shock,affect
N1733,associated_with,N588,1,shock,microcirculation
N1733,associated_with,N629,1,shock,glomerulonephritis
N1733,associated_with,N855,2,shock,pons
N1733,associated_with,N89,1,shock,renin
N1733,causes,N1005,1,shock,cerebellum
N1733,causes,N1835,1,shock,temperature
N1733,causes,N1892,1,shock,rna
N1733,causes,N2193,1,shock,consciousness
N1733,causes,N243,1,shock,angiotensin ii
N1733,causes,N2838,1,shock,intubation
N1733,causes,N442,1,shock,respiration
N1733,causes,N46,1,shock,risk
N1733,causes,N5110,1,shock,lead
N1733,causes,N567,1,shock,fever
N1733,causes,N621,1,shock,brain
N1733,causes,N6717,1,shock,anger
N1733,causes,N855,1,shock,pons
N1733,causes,N930,1,shock,hypotension
N1733,causes,N974,1,shock,angiotensin i
N1733,treated_by,N100,1,shock,pulmonary embolism
N1733,treated_by,N1186,3,shock,infarction
N1733,treated_by,N1203,1,shock,embolism
N1733,treated_by,N1326,1,shock,mortality
N1733,treated_by,N1398,1,shock,arm
N1733,treated_by,N14,1,shock,postoperative complications
N1733,treated_by,N1536,1,shock,sepsis
N1733,treated_by,N1625,1,shock,urea
N1733,treated_by,N1920,2,shock,ear
N1733,treated_by,N1974,1,shock,acidosis
N1733,treated_by,N2135,1,shock,plasminogen
N1733,treated_by,N2228,1,shock,rest
N1733,treated_by,N237,1,shock,pregnancy
N1733,treated_by,N2557,1,shock,ions
N1733,treated_by,N2566,1,shock,aprindine
N1733,treated_by,N280,1,shock,isoproterenol
N1733,treated_by,N2887,1,shock,glucocorticoids
N1733,treated_by,N3016,5,shock,patients
N1733,treated_by,N37,1,shock,heart
N1733,treated_by,N3793,1,shock,cations
N1733,treated_by,N39,3,shock,myocardial infarction
N1733,treated_by,N42,2,shock,tin
N1733,treated_by,N4731,1,shock,counterpulsation
N1733,treated_by,N489,1,shock,recurrence
N1733,treated_by,N499,1,shock,ventricular fibrillation
N1733,treated_by,N576,1,shock,tachycardia
N1733,treated_by,N588,1,shock,microcirculation
N1733,treated_by,N645,1,shock,systole
N1733,treated_by,N720,1,shock,heart failure
N1733,treated_by,N780,1,shock,intra-aortic balloon pumping
N1733,treated_by,N950,1,shock,dopamine
N1738,associated_with,N1042,1,barbiturates,benzodiazepines
N1738,associated_with,N7118,1,barbiturates,azepines
N1738,treated_by,N1012,1,barbiturates,coma
N1738,treated_by,N121,1,barbiturates,seizures
N1738,treated_by,N3016,2,barbiturates,patients
N1738,treated_by,N360,1,barbiturates,prognosis
N1738,treated_by,N919,1,barbiturates,resuscitation
N1740,associated_with,N1062,1,lidocaine,hypertrophy
N1740,associated_with,N1193,1,lidocaine,pulse
N1740,associated_with,N1920,1,lidocaine,ear
N1740,associated_with,N2539,1,lidocaine,plasma
N1740,associated_with,N3016,1,lidocaine,patients
N1740,associated_with,N37,1,lidocaine,heart
N1740,associated_with,N3768,1,lidocaine,incidence
N1740,associated_with,N4166,1,lidocaine,reperfusion
N1740,associated_with,N42,1,lidocaine,tin
N1740,associated_with,N432,1,lidocaine,ischemia
N1740,associated_with,N49,1,lidocaine,hypertension
N1740,associated_with,N494,1,lidocaine,perfusion
N1740,associated_with,N499,1,lidocaine,ventricular fibrillation
N1740,causes,N1802,1,lidocaine,depression
N1740,causes,N2557,1,lidocaine,ions
N1740,causes,N2659,1,lidocaine,electrophysiology
N1740,treated_by,N146,1,lidocaine,dogs
N1740,treated_by,N19,1,lidocaine,animals
N1740,treated_by,N2557,1,lidocaine,ions
N1740,treated_by,N3016,1,lidocaine,patients
N1740,treated_by,N4166,1,lidocaine,reperfusion
N1740,treated_by,N42,1,lidocaine,tin
N1740,treated_by,N4670,1,lidocaine,injections
N1740,treated_by,N47,1,lidocaine,epinephrine
N1740,treated_by,N494,1,lidocaine,perfusion
N1740,treated_by,N645,1,lidocaine,systole
N1742,associated_with,N1186,2,verapamil,infarction
N1742,associated_with,N1285,2,verapamil,blood
N1742,associated_with,N1326,2,verapamil,mortality
N1742,associated_with,N1538,1,verapamil,salts
N1742,associated_with,N1889,1,verapamil,atropine
N1742,associated_with,N1919,1,verapamil,glucagon
N1742,associated_with,N1920,1,verapamil,ear
N1742,associated_with,N200,1,verapamil,calcium
N1742,associated_with,N2165,1,verapamil,dilatation
N1742,associated_with,N217,1,verapamil,blood pressure
N1742,associated_with,N222,1,verapamil,propranolol
N1742,associated_with,N2539,1,verapamil,plasma
N1742,associated_with,N2557,2,verapamil,ions
N1742,associated_with,N29,1,verapamil,myocardium
N1742,associated_with,N3016,1,verapamil,patients
N1742,associated_with,N3537,1,verapamil,pressure
N1742,associated_with,N37,1,verapamil,heart
N1742,associated_with,N3768,1,verapamil,incidence
N1742,associated_with,N3802,1,verapamil,diltiazem
N1742,associated_with,N39,2,verapamil,myocardial infarction
N1742,associated_with,N42,2,verapamil,tin
N1742,associated_with,N46,1,verapamil,risk
N1742,associated_with,N5344,1,verapamil,death
N1742,associated_with,N5634,1,verapamil,isoflurane
N1742,causes,N1326,1,verapamil,mortality
N1742,causes,N222,1,verapamil,propranolol
N1742,causes,N3016,1,verapamil,patients
N1742,causes,N5344,1,verapamil,death
N1742,treated_by,N1062,2,verapamil,hypertrophy
N1742,treated_by,N1285,2,verapamil,blood
N1742,treated_by,N1398,1,verapamil,arm
N1742,treated_by,N146,1,verapamil,dogs
N1742,treated_by,N1805,1,verapamil,reserpine
N1742,treated_by,N19,1,verapamil,animals
N1742,treated_by,N1920,4,verapamil,ear
N1742,treated_by,N200,3,verapamil,calcium
N1742,treated_by,N217,2,verapamil,blood pressure
N1742,treated_by,N2209,1,verapamil,nephritis
N1742,treated_by,N222,3,verapamil,propranolol
N1742,treated_by,N2228,2,verapamil,rest
N1742,treated_by,N2557,2,verapamil,ions
N1742,treated_by,N278,1,verapamil,atenolol
N1742,treated_by,N2817,2,verapamil,nifedipine
N1742,treated_by,N282,1,verapamil,aspirin
N1742,treated_by,N2953,1,verapamil,mouth
N1742,treated_by,N30,2,verapamil,rats
N1742,treated_by,N3016,8,verapamil,patients
N1742,treated_by,N3086,1,verapamil,water
N1742,treated_by,N32,1,verapamil,adult
N1742,treated_by,N330,1,verapamil,hemodynamics
N1742,treated_by,N3537,2,verapamil,pressure
N1742,treated_by,N37,2,verapamil,heart
N1742,treated_by,N3709,1,verapamil,renin-angiotensin system
N1742,treated_by,N3768,1,verapamil,incidence
N1742,treated_by,N3802,1,verapamil,diltiazem
N1742,treated_by,N4153,1,verapamil,xipamide
N1742,treated_by,N42,1,verapamil,tin
N1742,treated_by,N49,1,verapamil,hypertension
N1742,treated_by,N6101,1,verapamil,nose
N1742,treated_by,N6134,1,verapamil,survival
N1742,treated_by,N6242,1,verapamil,dantrolene
N1742,treated_by,N629,1,verapamil,glomerulonephritis
N1742,treated_by,N645,1,verapamil,systole
N1742,treated_by,N655,1,verapamil,renal artery
N1742,treated_by,N740,1,verapamil,leukemia
N1742,treated_by,N89,1,verapamil,renin
N1743,associated_with,N1186,1,atrial fibrillation,infarction
N1743,associated_with,N1203,1,atrial fibrillation,embolism
N1743,associated_with,N1285,1,atrial fibrillation,blood
N1743,associated_with,N1626,1,atrial fibrillation,digoxin
N1743,associated_with,N1892,1,atrial fibrillation,rna
N1743,associated_with,N1920,4,atrial fibrillation,ear
N1743,associated_with,N2228,1,atrial fibrillation,rest
N1743,associated_with,N2539,1,atrial fibrillation,plasma
N1743,associated_with,N2557,3,atrial fibrillation,ions
N1743,associated_with,N3016,3,atrial fibrillation,patients
N1743,associated_with,N32,1,atrial fibrillation,adult
N1743,associated_with,N3478,1,atrial fibrillation,light
N1743,associated_with,N3537,1,atrial fibrillation,pressure
N1743,associated_with,N37,3,atrial fibrillation,heart
N1743,associated_with,N3793,1,atrial fibrillation,cations
N1743,associated_with,N39,1,atrial fibrillation,myocardial infarction
N1743,associated_with,N394,1,atrial fibrillation,pericarditis
N1743,associated_with,N42,1,atrial fibrillation,tin
N1743,associated_with,N4235,2,atrial fibrillation,disease
N1743,associated_with,N46,1,atrial fibrillation,risk
N1743,associated_with,N567,1,atrial fibrillation,fever
N1743,associated_with,N576,1,atrial fibrillation,tachycardia
N1743,associated_with,N6427,1,atrial fibrillation,polyuria
N1743,associated_with,N855,1,atrial fibrillation,pons
N1743,associated_with,N881,1,atrial fibrillation,autopsy
N1743,causes,N1503,1,atrial fibrillation,stroke volume
N1743,causes,N2539,1,atrial fibrillation,plasma
N1743,causes,N2557,1,atrial fibrillation,ions
N1743,causes,N296,1,atrial fibrillation,cardiac output
N1743,causes,N303,1,atrial fibrillation,aldosterone
N1743,treated_by,N1186,1,atrial fibrillation,infarction
N1743,treated_by,N1858,1,atrial fibrillation,digitalis
N1743,treated_by,N1920,1,atrial fibrillation,ear
N1743,treated_by,N2557,1,atrial fibrillation,ions
N1743,treated_by,N3016,3,atrial fibrillation,patients
N1743,treated_by,N3768,1,atrial fibrillation,incidence
N1743,treated_by,N39,1,atrial fibrillation,myocardial infarction
N1743,treated_by,N4241,2,atrial fibrillation,flecainide
N1743,treated_by,N4678,1,atrial fibrillation,propafenone
N1743,treated_by,N5678,1,atrial fibrillation,affect
N1743,treated_by,N7304,1,atrial fibrillation,traction
N1745,associated_with,N108,1,acetylcholine,cholesterol
N1745,associated_with,N26,1,acetylcholine,male
N1745,associated_with,N336,1,acetylcholine,phentolamine
N1745,associated_with,N3638,1,acetylcholine,risk factors
N1745,associated_with,N46,1,acetylcholine,risk
N1745,associated_with,N4904,2,acetylcholine,choline
N1745,associated_with,N649,1,acetylcholine,family
N1745,associated_with,N721,1,acetylcholine,regression analysis
N1745,associated_with,N855,2,acetylcholine,pons
N1745,associated_with,N950,1,acetylcholine,dopamine
N1745,treated_by,N1224,1,acetylcholine,dialysis
N1745,treated_by,N4904,1,acetylcholine,choline
N1745,treated_by,N878,1,acetylcholine,acetylcholinesterase
N1747,associated_with,N1086,1,subclavian artery,subclavian steal syndrome
N1747,associated_with,N18,2,subclavian artery,syndrome
N1747,associated_with,N2802,1,subclavian artery,tea
N1747,associated_with,N3016,1,subclavian artery,patients
N1747,associated_with,N4145,1,subclavian artery,thoracic outlet syndrome
N1747,associated_with,N6101,1,subclavian artery,nose
N1747,causes,N3016,1,subclavian artery,patients
N1747,causes,N379,1,subclavian artery,aneurysm
N1747,treated_by,N2557,1,subclavian artery,ions
N1747,treated_by,N3016,1,subclavian artery,patients
N1752,associated_with,N292,1,warfarin,thrombosis
N1752,associated_with,N3016,1,warfarin,patients
N1752,associated_with,N42,1,warfarin,tin
N1752,associated_with,N46,1,warfarin,risk
N1752,treated_by,N247,1,warfarin,sodium
N1752,treated_by,N2557,1,warfarin,ions
N1752,treated_by,N2840,1,warfarin,parenteral nutrition
N1752,treated_by,N2875,1,warfarin,prothrombin
N1752,treated_by,N3016,1,warfarin,patients
N1752,treated_by,N3120,1,warfarin,thrombin time
N1752,treated_by,N3463,1,warfarin,thrombin
N1752,treated_by,N3481,1,warfarin,prothrombin time
N1752,treated_by,N4452,1,warfarin,enteral nutrition
N1752,treated_by,N4521,1,warfarin,hip
N1752,treated_by,N454,1,warfarin,heparin
N1752,treated_by,N456,1,warfarin,vitamin k
N1752,treated_by,N855,1,warfarin,pons
N1755,associated_with,N2557,1,solutions,ions
N1755,associated_with,N4521,1,solutions,hip
N1755,associated_with,N855,1,solutions,pons
N1755,treated_by,N2557,1,solutions,ions
N1755,treated_by,N3016,1,solutions,patients
N1755,treated_by,N42,1,solutions,tin
N1755,treated_by,N6364,1,solutions,debridement
N1756,associated_with,N1062,1,body surface area,hypertrophy
N1756,associated_with,N1285,1,body surface area,blood
N1756,associated_with,N217,1,body surface area,blood pressure
N1756,associated_with,N2228,1,body surface area,rest
N1756,associated_with,N2382,1,body surface area,pulmonary valve
N1756,associated_with,N3537,1,body surface area,pressure
N1756,associated_with,N3693,1,body surface area,exercise
N1756,associated_with,N42,1,body surface area,tin
N1756,associated_with,N806,2,body surface area,face
N1757,associated_with,N1285,2,cardiopulmonary bypass,blood
N1757,associated_with,N1326,1,cardiopulmonary bypass,mortality
N1757,associated_with,N1398,1,cardiopulmonary bypass,arm
N1757,associated_with,N146,1,cardiopulmonary bypass,dogs
N1757,associated_with,N1608,1,cardiopulmonary bypass,carbon dioxide
N1757,associated_with,N1645,1,cardiopulmonary bypass,carbon
N1757,associated_with,N1920,1,cardiopulmonary bypass,ear
N1757,associated_with,N2111,1,cardiopulmonary bypass,cells
N1757,associated_with,N2228,1,cardiopulmonary bypass,rest
N1757,associated_with,N2557,3,cardiopulmonary bypass,ions
N1757,associated_with,N3016,2,cardiopulmonary bypass,patients
N1757,associated_with,N37,1,cardiopulmonary bypass,heart
N1757,associated_with,N3710,1,cardiopulmonary bypass,behavior
N1757,associated_with,N3941,1,cardiopulmonary bypass,platelet count
N1757,associated_with,N42,2,cardiopulmonary bypass,tin
N1757,associated_with,N4235,2,cardiopulmonary bypass,disease
N1757,associated_with,N4466,1,cardiopulmonary bypass,bleeding time
N1757,associated_with,N465,1,cardiopulmonary bypass,heart diseases
N1757,associated_with,N59,1,cardiopulmonary bypass,rabbits
N1757,associated_with,N6227,1,cardiopulmonary bypass,r factors
N1757,associated_with,N639,1,cardiopulmonary bypass,neoplasms
N1757,associated_with,N886,1,cardiopulmonary bypass,morbidity
N1757,associated_with,N981,1,cardiopulmonary bypass,sarcolemma
N1757,causes,N146,1,cardiopulmonary bypass,dogs
N1757,causes,N1920,1,cardiopulmonary bypass,ear
N1757,causes,N2111,1,cardiopulmonary bypass,cells
N1757,causes,N2228,1,cardiopulmonary bypass,rest
N1757,causes,N2557,1,cardiopulmonary bypass,ions
N1757,causes,N3016,1,cardiopulmonary bypass,patients
N1757,causes,N37,1,cardiopulmonary bypass,heart
N1757,causes,N4235,1,cardiopulmonary bypass,disease
N1757,causes,N465,1,cardiopulmonary bypass,heart diseases
N1757,causes,N59,1,cardiopulmonary bypass,rabbits
